h3_index,center_lat,center_lon,h3_lat,h3_lon,violation_count,unique_vehicles,avg_severity,avg_vehicle_weight,multi_violation_pct,top_violation,top_vehicle,police_station,peak_hour,primary_road,highway_type,violations_per_day,boundary,avg_delta_v,avg_delta_v_pct,avg_time_loss,cpi,risk_level,enforcement_priority,velocity_recovery_per_violation
88618934a1fffff,12.8069003,77.6970235,12.805927886370748,77.69281427411258,1,1,0.13260000000000002,0.3,1.0,PARKING ON FOOTPATH,MOTOR CYCLE,Electronic City,3,unknown,residential,0.006666666666666667,"[(12.803412056148163, 77.69698634840043), (12.808403911065426, 77.69707195996374), (12.810919609144944, 77.69289981488664), (12.808443524362168, 77.6886423264508), (12.80345190228408, 77.6885568593097), (12.800936132147353, 77.69272873618796)]",1.49477958236659,5.000000000000003,0.10563078242754764,0.1283,Low,0.22233010721356658,1.49477958236659
8861892645fffff,12.8287798375,77.68182825,12.8284481069172,77.6805548049665,8,7,0.46653750000000005,0.6875,1.0,PARKING IN A MAIN ROAD,PRIVATE BUS,Electronic City,21,Huskur Main Road,secondary,0.05333333333333334,"[(12.825933250354174, 77.68472671160528), (12.830924613715535, 77.68481211934588), (12.833439337915813, 77.68064014192076), (12.83096277104518, 77.67638302507926), (12.82597164062944, 77.6762977617483), (12.823456844136466, 77.68046947085494)]",11.925000000000002,26.875000000000004,0.5160158884815486,0.3151,Critical,0.37814829133456895,1.4906250000000003
88618920edfffff,12.94328285,77.7497252,12.94795845241197,77.75008896287578,4,4,0.43799999999999994,0.575,0.0,WRONG PARKING,PASSENGER AUTO,Whitefield,7,Balagere Road,tertiary,0.02666666666666667,"[(12.945444754854858, 77.75426516035898), (12.950437193271203, 77.75435179347562), (12.95295075793616, 77.75017552507632), (12.950471956809796, 77.74591289163428), (12.945479750548646, 77.74582640322961), (12.942966113256325, 77.75000240356073)]",5.937354988399072,15.000000000000002,0.26749879318667685,0.2515,High,0.08870149728488792,1.484338747099768
886016900dfffff,13.19928355,77.7037358,13.202654743939304,77.70384429741401,2,2,0.4899999999999999,0.7,0.0,NO PARKING,CAR,Devanahalli Airport,7,unknown,residential,0.013333333333333334,"[(13.200149401550913, 77.7080221692355), (13.205138633870906, 77.7081080803907), (13.207643841335784, 77.70393013758563), (13.205159891124302, 77.69966655244839), (13.200170891208057, 77.69958078611786), (13.197665609097218, 77.70375846010563)]",2.962412993039443,10.0,0.22504177109440276,0.1791,Low,0.0442579089070372,1.4812064965197216
8860169761fffff,13.16127195,77.62678855,13.157951137524702,77.62714268173808,2,2,0.5145,0.7,0.0,NO PARKING,CAR,Chikkajala,21,unknown,residential,0.013333333333333334,"[(13.155446878584534, 77.63131698804516), (13.160434349784909, 77.63140157122625), (13.162938473760354, 77.62722719403934), (13.16045520140229, 77.6229685029202), (13.155467963413034, 77.62288406431065), (13.152963764568485, 77.6270581722545)]",2.9436194895591647,10.0,0.22647854759465083,0.1815,Low,0.04397938970081694,1.4718097447795824
8861892491fffff,12.883302366666667,77.54885826666667,12.881377026374155,77.55087307866201,3,3,0.15466666666666665,0.5666666666666667,0.0,NO PARKING,CAR,Thalagattapura,5,Kanakapura Road,trunk,0.02,"[(12.878867482148099, 77.55504068478464), (12.883854888230594, 77.55512388586443), (12.886364299105542, 77.55095620907238), (12.883886377424295, 77.54670560046236), (12.87889920554438, 77.54662254348386), (12.876389721140953, 77.55078995101991)]",4.415129543696828,11.666666666666666,0.2137895203813692,0.2756,Critical,0.06596464314413031,1.4717098478989428
8860145919fffff,13.034234741666666,77.53012529166666,13.031053244764326,77.5281041713166,4,4,0.2924,0.6,0.25,WRONG PARKING,CAR,Yeshwanthpura,20,1st Main Road,residential,0.02666666666666667,"[(13.028548478935795, 77.53227291768263), (13.033534173602446, 77.53235576927071), (13.036038804905898, 77.5281869521916), (13.033557816231518, 77.52393555319537), (13.028572355873091, 77.52385284578536), (13.026067649878682, 77.5280213931993)]",5.871780742459397,17.5,0.41061240927861886,0.1819,Low,0.13772968875824593,1.4679451856148493
88618921c5fffff,12.9834944,77.76797276666666,12.985316211792226,77.77184051048668,3,3,0.36866666666666664,0.4333333333333333,0.0,NO PARKING,MOTOR CYCLE,Mahadevapura,8,1st Main Road,secondary,0.02,"[(12.982802877517468, 77.7760180480332), (12.987795641481659, 77.7761050647863), (12.990308842699433, 77.77192745628317), (12.987829352681405, 77.7676630990217), (12.982836820623648, 77.76757622707503), (12.980323546675125, 77.77175356758907)]",4.3966357308584705,10.000000000000005,0.15163108965056252,0.2545,High,0.06569056534500517,1.4655452436194902
88618925e3fffff,12.945700324999999,77.618789875,12.9484814163455,77.61516917703818,4,4,0.211,0.625,0.0,WRONG PARKING,CAR,Adugodi,22,Srinivagilu Main Road,secondary,0.02666666666666667,"[(12.945971774034726, 77.61934018304518), (12.950960487809535, 77.61942450353983), (12.953469996590405, 77.61525342676237), (12.950990865140149, 77.61099829845135), (12.946002384873116, 77.61091412229874), (12.943492802546366, 77.61508493012087)]",5.806953306264503,13.750000000000004,0.23222992801000134,0.25,High,0.08676894793154248,1.4517383265661257
886189252bfffff,12.958881236389754,77.65995367453804,12.955794342464449,77.66165250097936,7,7,0.27322857142857143,0.4428571428571428,0.5714285714285714,PARKING IN A MAIN ROAD,MOTOR CYCLE,Jeevanbheemanagar,9,HAL Old Airport Road,primary,0.04666666666666667,"[(12.953283506006171, 77.66582540177754), (12.958273452107482, 77.6659105208228), (12.960784155201544, 77.66173754920028), (12.958304985472102, 77.65747972720243), (12.953315272407579, 77.65739475263413), (12.950804496033449, 77.66156745559249)]",9.920044746436858,22.142857142857142,0.4242578262651363,0.3065,Critical,0.2625431089496756,1.4171492494909796
8860145b23fffff,13.012268575,77.569014025,13.015970618038208,77.56996437878519,4,4,0.29995,0.5249999999999999,0.5,NO PARKING,CAR,Sadashivanagar,4,Maramma Circle,primary,0.02666666666666667,"[(13.01346417855548, 77.57413454699268), (13.018451147482377, 77.57421811146841), (13.020957452742465, 77.5700478725088), (13.018476863379615, 77.56579433844674), (13.013490128356683, 77.5657109182512), (13.010983748790444, 77.56988088784334)]",5.621954756380511,11.25,0.1530244800959681,0.2764,Critical,0.18402727449531175,1.4054886890951277
8860145a4dfffff,12.9281884,77.5675319,12.926201759333692,77.56846196730865,4,4,0.19899999999999998,0.375,0.0,WRONG PARKING,SCOOTER,Banashankari,5,Karantha Road,secondary,0.02666666666666667,"[(12.923692909856523, 77.57263086238557), (12.928680488420333, 77.57271437676775), (12.931189204308177, 77.5685454109816), (12.928710415342072, 77.56429320003936), (12.923723070770214, 77.56420982984915), (12.921214281170332, 77.568378526415)]",5.621867749419953,13.749999999999998,0.2430449493589996,0.2488,High,0.0840259850545422,1.4054669373549882
886016966dfffff,13.105646325,77.60348805,13.105639584491298,77.60517926518986,4,4,0.5459999999999999,0.85,0.0,WRONG PARKING,LGV,Yelahanka,7,Kogilu Main Road,residential,0.02666666666666667,"[(13.10313454738049, 77.6093520126667), (13.108121816704857, 77.60943620498807), (13.110626719119699, 77.60526338667943), (13.108144426876501, 77.60100664535024), (13.103157391028514, 77.60092259749061), (13.100652413945115, 77.60509514650421)]",5.62147621809745,15.000000000000005,0.2943431341404906,0.1998,Low,0.08402018257107932,1.4053690545243624
88601692a5fffff,13.1830112,77.67647545,13.180280107679653,77.67392010420868,2,2,0.33809999999999996,0.7,0.5,NO PARKING,CAR,Chikkajala,23,unknown,tertiary,0.013333333333333334,"[(13.17777505211671, 77.67809651963348), (13.182763638324655, 77.67818191118705), (13.185268558982873, 77.67400542482133), (13.182784968131163, 77.66974381588312), (13.177796614646763, 77.66965856905097), (13.175291619288206, 77.67383478644138)]",2.8000000000000007,10.000000000000002,0.23809523809523808,0.2264,Medium,0.14185095280389914,1.4000000000000004
8861892e85fffff,13.0023254,77.63387132,13.000788857073605,77.6371255473583,5,5,0.3478,0.58,0.2,NO PARKING,PASSENGER AUTO,Banaswadi,5,Banaswadi Road,primary,0.03333333333333333,"[(12.998279983830253, 77.64129811031249), (13.003268924380464, 77.64138282139818), (13.005777663823352, 77.6372101876256), (13.0032975364627, 77.63295311167631), (12.998308829158283, 77.63286854504224), (12.99580001596649, 77.63704090991162)]",6.996867749419954,14.000000000000004,0.2096153423840319,0.2895,Critical,0.14458096214204447,1.3993735498839908
8861892cc9fffff,13.025730075,77.62798732499999,13.023279425240565,77.62486191422086,4,4,0.6916874999999999,0.575,0.25,WRONG PARKING,CAR,K.G. Halli,6,Sri Ganapathi Temple Road,tertiary,0.02666666666666667,"[(13.020771535492838, 77.62903430767503), (13.025759970794255, 77.62911881476406), (13.02826772652378, 77.6249463504945), (13.02578712093275, 77.62068964816433), (13.020798918981171, 77.62060528551419), (13.018291089268542, 77.62477748076111)]",5.497215777262181,15.0,0.29916128285609267,0.2768,Critical,0.13217864624538375,1.3743039443155451
8860145843fffff,12.976305425,77.52549965,12.97871585597339,77.52302592319649,4,4,0.31079999999999997,0.375,0.5,WRONG PARKING,SCOOTER,Vijayanagara,7,Sangolli Rayanna Road,tertiary,0.02666666666666667,"[(12.976209806637014, 77.5271937636685), (12.98119574482859, 77.52727651421654), (12.983701659988816, 77.52310860306105), (12.981221711328732, 77.51885821096965), (12.976236007539404, 77.51877560453654), (12.973730018005773, 77.5229432460857)]",5.496171693735501,13.750000000000005,0.24036338473165,0.235,Medium,0.1821631729561493,1.3740429234338754
8861892569fffff,12.940637866666668,77.68713046666666,12.940726423001863,77.68669180974028,3,3,0.19599999999999998,0.6999999999999998,0.0,NO PARKING,CAR,HAL Old Airport,3,Kariyammana Agrahara Road,tertiary,0.02,"[(12.9382144264679, 77.69086547185775), (12.943205171965793, 77.69095101591965), (12.945717035360936, 77.68677728295768), (12.943238226264727, 77.68251827441311), (12.9382477135646, 77.68243287488286), (12.935735777160616, 77.68660633937125)]",3.998607888631092,10.000000000000004,0.16672469150129596,0.2122,Low,0.05979180363795751,1.332869296210364
8861892439fffff,12.896120150806311,77.61999329195353,12.896082805173558,77.61849713258418,4,4,0.2296,0.5,0.25,WRONG PARKING,CAR,Madiwala,7,Deverachikkanahalli Main Road,tertiary,0.02666666666666667,"[(12.893571636392268, 77.62266755836544), (12.898560815106073, 77.62275192152396), (12.901071850747789, 77.61858142499266), (12.898593780843553, 77.61432683415082), (12.893604835645622, 77.61424261529444), (12.89109372683385, 77.61841284298353)]",5.247128770301626,13.750000000000004,0.25421953739024494,0.2269,Medium,0.128472363660141,1.3117821925754065
8860145125fffff,12.9165888,77.520590225,12.918883581024376,77.5220339795782,4,4,0.48439999999999994,0.625,0.25,WRONG PARKING,CAR,Kengeri,6,Gokhale Road,residential,0.02666666666666667,"[(12.916375924317283, 77.52620097203399), (12.921362264549602, 77.52628368951704), (12.923869787502712, 77.52211662640633), (12.921391044198245, 77.51786711532641), (12.916404938426336, 77.51778454189956), (12.913897341496366, 77.52195133550222)]",5.246998259860789,17.500000000000004,0.4465726368573296,0.2011,Low,0.12847042949898668,1.3117495649651973
886189248dfffff,12.89208925,77.581410675,12.888746864723522,77.58046715945375,4,4,0.7194999999999999,0.7,0.25,WRONG PARKING,CAR,J.P. Nagar,6,1st Cross Road,tertiary,0.02666666666666667,"[(12.886236634896894, 77.58463601345704), (12.891224811161543, 77.58471972325668), (12.893734907722845, 77.5805507985482), (12.891256901395334, 77.5762984331228), (12.886268959032275, 77.57621486751333), (12.88375878909298, 77.58038352314487)]",5.184824535962878,12.500000000000004,0.20844343600979948,0.2721,High,0.12754901661575413,1.2962061339907196
8861892ec7fffff,12.983618055232009,77.64636003409537,12.985792665350184,77.64530124516152,7,7,0.6897714285714286,0.7428571428571429,0.42857142857142855,PARKING IN A MAIN ROAD,PASSENGER AUTO,Jeevanbheemanagar,8,80 Feet Road,secondary,0.04666666666666667,"[(12.983283137141933, 77.64947392090166), (12.988272413608998, 77.64955876797887), (12.990781808162106, 77.64538602141837), (12.988301999838571, 77.64112869660994), (12.98331295654776, 77.64104399399281), (12.980803488401959, 77.64521647172977)]",8.887711302618495,20.0,0.36571262487017436,0.3168,Critical,0.21867252704961707,1.2696730432312135
88618926bdfffff,12.85238918,77.58855184000001,12.851284259407409,77.59247105564853,5,5,0.41839999999999994,0.52,0.2,WRONG PARKING,HGV,Hulimavu,20,Bannerghatta Road,primary,0.03333333333333333,"[(12.848772652120449, 77.59663986819682), (12.8537614217656, 77.5967237733639), (12.856272896111811, 77.5925548901145), (12.853795673854227, 77.58830237063735), (12.848807138019575, 77.58821860965861), (12.84629559062981, 77.59238722397446)]",6.2461716937355,13.0,0.18817723888101043,0.2935,Critical,0.13345566718246843,1.2492343387470999
88618925dbfffff,12.90953678,77.59372072,12.911145761478814,77.59347725354468,5,5,0.21344000000000002,0.72,0.2,WRONG PARKING,CAR,J.P. Nagar,5,9th Cross Road,secondary,0.03333333333333333,"[(12.908635751813183, 77.59764691466339), (12.913624131126737, 77.59773085337255), (12.916134007427747, 77.59356112152417), (12.91365557785411, 77.58930772000387), (12.908667432294715, 77.58922392554183), (12.90615748255257, 77.59339338835875)]",6.097389791183296,17.000000000000007,0.37438653293527385,0.26,High,0.13125072346655803,1.2194779582366593
8861892413fffff,12.882400742975397,77.60051286254941,12.881182493589472,77.60139669808248,5,5,0.22159999999999996,0.5800000000000001,0.0,WRONG PARKING,SCOOTER,Hulimavu,22,80 Feet Road,secondary,0.03333333333333333,"[(12.87867143151396, 77.60556626059541), (12.88366024104794, 77.605650326772), (12.88617117001038, 77.60148069353451), (12.883693362621848, 77.59722726305384), (12.87870478678624, 77.59714334111823), (12.876193784638582, 77.60131270542806)]",6.046954756380511,14.0,0.2275629570142546,0.2519,High,0.09050327763381567,1.209390951276102
8861892517fffff,12.93890618,77.63231948,12.940920517745456,77.63611008411773,5,5,0.44399999999999995,0.78,0.0,WRONG PARKING,CAR,Ashok Nagar,21,Ejipura Main Road,tertiary,0.03333333333333333,"[(12.938410041643328, 77.64028179743724), (12.943399389087359, 77.64036647465633), (12.94590973181176, 77.63619469054706), (12.943430800442968, 77.63193849802985), (12.938441686303308, 77.63185396520346), (12.935931270225844, 77.63602548050734)]",5.997911832946635,15.0,0.2718593204950541,0.2521,High,0.08977646285338595,1.199582366589327
8861892f51fffff,13.02488826,77.71802998,13.022962846086324,77.71763003354415,5,5,0.27759999999999996,0.6199999999999999,0.0,WRONG PARKING,CAR,K.R. Pura,1,Madehalli Service Road,primary,0.03333333333333333,"[(13.020452161711546, 77.72180599992753), (13.025443158291441, 77.72189209737425), (13.027953709085132, 77.71771606007516), (13.025473336648167, 77.7134541937482), (13.020482572489056, 77.71336824099512), (13.017971948343803, 77.7175440098811)]",5.897946635730859,13.000000000000004,0.20870008442044571,0.2795,Critical,0.08829498137190447,1.179589327146172
886189266dfffff,12.8431614,77.687413675,12.843383993109596,77.68924067616467,4,4,0.40105,0.625,1.0,PARKING ON FOOTPATH,LORRY/GOODS VEHICLE,Electronic City,21,Huskur Main Road,secondary,0.02666666666666667,"[(12.840869281128825, 77.6934131193776), (12.845860781644555, 77.69349868010185), (12.848375361196265, 77.68932616608635), (12.84589851256479, 77.68506835963979), (12.84090724489632, 77.684982943363), (12.838392593009795, 77.68915518909105)]",4.684694025522044,11.250000000000007,0.21345682637952146,0.2615,High,0.2701370961656534,1.171173506380511
8860169609fffff,13.09428816,77.58106738000001,13.090747006812153,77.57964334120965,5,5,0.1472,0.44000000000000006,0.0,WRONG PARKING,SCOOTER,Yelahanka,23,16th B Cross Road,secondary,0.03333333333333333,"[(13.088242329715175, 77.58381489746915), (13.093229005734333, 77.58389864810093), (13.09573354812205, 77.57972702104436), (13.093251489230493, 77.57547191279718), (13.088265046955366, 77.5753883065425), (13.08576042982556, 77.5795596641637)]",5.8479640371229715,14.000000000000005,0.2414783767103737,0.2444,Medium,0.08755424063116374,1.1695928074245943
8861892c39fffff,13.05653424,77.65014598,13.053129870201966,77.6506620373475,5,5,0.2136,0.64,0.0,WRONG PARKING,TEMPO,Hennuru,22,Avalahalli Main Road,secondary,0.03333333333333333,"[(13.050622022153698, 77.6548358319874), (13.0556109474054, 77.65492078952128), (13.05811866134356, 77.65074692402422), (13.055637524036097, 77.64648836990499), (13.05064883185122, 77.6464035569091), (13.048141043904698, 77.65057715350021)]",5.84796403712297,14.0,0.24265525688567688,0.2511,High,0.08755424063116371,1.169592807424594
8860145a49fffff,12.918981339999998,77.56375404,12.91873569304952,77.5641264624357,5,5,0.2616,0.78,0.2,WRONG PARKING,LGV,Banashankari,5,Government School Road,residential,0.03333333333333333,"[(12.916226769893361, 77.56829508830049), (12.921214281170332, 77.568378526415), (12.923723070770214, 77.56420982984915), (12.921244422782014, 77.55995796440996), (12.916257145546178, 77.55987467046839), (12.913748282255249, 77.56404309779887)]",5.847964037122971,18.000000000000007,0.4261987491991109,0.1804,Low,0.12755424063116372,1.169592807424594
8861892eb5fffff,13.0187118,77.61863422,13.015810682380918,77.62052092567538,5,5,0.27827999999999997,0.74,0.4,WRONG PARKING,CAR,K.G. Halli,23,Arabic College Main Road,secondary,0.03333333333333333,"[(13.013302718682992, 77.62469305011507), (13.018291089268542, 77.62477748076111), (13.020798918981171, 77.62060528551419), (13.018318452068431, 77.61634892866495), (13.013330314882309, 77.61626464243882), (13.010822411207283, 77.62043656864779)]",5.8470243619489555,14.0,0.2415111664993303,0.2575,High,0.16754031467085273,1.1694048723897912
886189219bfffff,12.9801009,77.72625768,12.97801100066533,77.72529284933937,5,5,0.1152,0.48,0.0,WRONG PARKING,CAR,Whitefield,2,7th Road,tertiary,0.03333333333333333,"[(12.975498861975343, 77.72946850148854), (12.98049040059667, 77.72955471777985), (12.983002406062703, 77.72537899472741), (12.980522945902814, 77.72111732367365), (12.975531639661952, 77.72103125205474), (12.973019561198196, 77.7252067068229)]",5.845458236658935,15.000000000000005,0.2724744018057132,0.2192,Low,0.08751710473700106,1.169091647331787
8861892c35fffff,13.064040942857144,77.65115942857143,13.068096137858458,77.65091670586659,7,7,0.5081142857142857,0.6142857142857142,0.14285714285714285,WRONG PARKING,CAR,Hennuru,6,Hennur Bagalur Road,primary,0.04666666666666667,"[(13.065588692245917, 77.65509071308513), (13.070577511684103, 77.65517567911537), (13.073084823081183, 77.65100160103253), (13.070603389144726, 77.64674282585558), (13.065614802758143, 77.64665800437808), (13.06310741725415, 77.65083181353053)]",8.029188763672524,17.142857142857142,0.2757205848800176,0.315,Critical,0.1488063894220776,1.147026966238932
8861892465fffff,12.901527640000001,77.66037268,12.903416303242569,77.65654516266287,5,5,0.3336,0.5,0.0,WRONG PARKING,CAR,Bellandur,8,Haralur Road,tertiary,0.03333333333333333,"[(12.900904195144856, 77.66071715756657), (12.90589437436825, 77.66080217462051), (12.908406349452523, 77.65663010892206), (12.905928218272926, 77.65237329478177), (12.900938272178804, 77.65228842214165), (12.898426224132773, 77.65646021923378)]",5.69718097447796,15.000000000000004,0.2824881305853599,0.2411,Medium,0.08531963977755395,1.139436194895592
8861892519fffff,12.92186265,77.645159625,12.925920310525123,77.64428415039637,4,4,0.19949999999999998,0.525,0.0,NO PARKING,CAR,HSR Layout,5,19th Main Road,secondary,0.02666666666666667,"[(12.923409181203796, 77.64845597647793), (12.928398861910239, 77.64854078963472), (12.930909857999453, 77.64436889276138), (12.928431246576572, 77.64011245146283), (12.923441799104596, 77.64002778270722), (12.920930729818785, 77.64419941085475)]",4.493735498839904,9.999999999999993,0.1483546743769792,0.2376,Medium,0.06730709603670919,1.123433874709976
8861892db3fffff,13.1144647,77.606556075,13.113109050071273,77.60952040011588,4,4,0.207,0.5750000000000001,0.0,WRONG PARKING,MAXI-CAB,Yelahanka,22,unknown,residential,0.02666666666666667,"[(13.110604087616757, 77.61369341686434), (13.11559141967874, 77.61377768563871), (13.118096247404488, 77.60960459805027), (13.115613817755115, 77.60534751097302), (13.110626719119699, 77.60526338667943), (13.108121816704857, 77.60943620498807)]",4.493343967517402,15.0,0.3534639995918747,0.1659,Low,0.06730129355324634,1.1233359918793504
8860145987fffff,13.054212239999998,77.48265784,13.05360872153461,77.48217443332275,5,5,0.45359999999999995,0.64,0.0,WRONG PARKING,CAR,No Police Station,6,Bangalore - Nelamangala Expressway,tertiary,0.03333333333333333,"[(13.051105960394857, 77.48634169622287), (13.056090208334977, 77.48642376742227), (13.058592834575846, 77.48225643384933), (13.056111288027882, 77.47800729908388), (13.05112727483324, 77.47792537195566), (13.048624573439, 77.48209243552756)]",5.5480684454756375,15.0,0.2900169003425902,0.2531,High,0.08310979618671926,1.1096136890951276
88618924b5fffff,12.911735917500001,77.5589081375,12.911269835276789,77.55979137930093,4,4,0.23149999999999998,0.45,0.0,NO PARKING,SCOOTER,K.S. Layout,21,Subramaniapura Main Road,tertiary,0.02666666666666667,"[(12.908760838462689, 77.56395973593851), (12.913748282255249, 77.56404309779887), (12.916257145546178, 77.55987467046839), (12.913778638712374, 77.55562315053382), (12.908791429010074, 77.55553993282743), (12.906282492049158, 77.55970809090745)]",4.435955626450117,11.250000000000004,0.19778125168290978,0.2196,Medium,0.0664507999123384,1.1089889066125294
88601690d9fffff,13.17561765,77.63547785,13.172892628466807,77.63583005499619,4,4,0.45482500000000003,0.6499999999999999,0.5,NO PARKING,CAR,Chikkajala,5,unknown,residential,0.02666666666666667,"[(13.170388519260495, 77.64000489972697), (13.175376113063887, 77.64008963597858), (13.177880087240096, 77.63591472035165), (13.175396542520442, 77.6316553376912), (13.170409181828068, 77.63157074604914), (13.167905132742048, 77.63574539246373)]",4.415429234338747,15.0,0.38824893873368693,0.1906,Low,0.16614659934412485,1.1038573085846868
8860145a85fffff,12.94754704,77.48776118,12.948908101800253,77.48886682463771,5,5,0.18,0.74,0.0,WRONG PARKING,LGV,Jnanabharathi,5,1st Main Road,tertiary,0.03333333333333333,"[(12.946402262326819, 77.49303293165084), (12.951387464664363, 77.49311508946208), (12.95389317001494, 77.48894891181678), (12.951413747429617, 77.48470084614051), (12.946428779858278, 77.48461883232117), (12.94392300010397, 77.48878474019205)]",5.447407192575406,14.000000000000004,0.2569822289144231,0.2227,Medium,0.0816179991790815,1.0894814385150813
8861892e1dfffff,12.98412495,77.67986791,12.985671658164044,77.67902759785538,10,10,0.48768,0.64,0.7,PARKING OPPOSITE TO ANOTHER PARKED VEHICLE,MOTOR CYCLE,Banaswadi,22,Kaggadasspura Main Road,tertiary,0.06666666666666667,"[(12.983161114901932, 77.68320157312287), (12.98815132323006, 77.6832869982722), (12.990661732996045, 77.6791129521478), (12.988182007794787, 77.6748537494821), (12.983192032305233, 77.67476846888555), (12.9806815491761, 77.6789422464077)]",10.353013341067285,26.0,0.5680577133209425,0.2897,Critical,0.2952065217421713,1.0353013341067285
8861892521fffff,12.959848175,77.66576855,12.963263364474754,77.66599564270464,4,4,0.20299999999999996,0.6,0.0,NO PARKING,CAR,Jeevanbheemanagar,0,Suranjandas Road,primary,0.02666666666666667,"[(12.960752601284351, 77.67016881214339), (12.965742613239446, 77.67025400769445), (12.968253243032635, 77.66608076742324), (12.965773934169363, 77.66182260025543), (12.960784155201544, 77.66173754920028), (12.958273452107482, 77.6659105208228)]",4.123564385150812,10.0,0.16990039991084438,0.263,High,0.06182117028270874,1.030891096287703
8861892f55fffff,13.026435325,77.720635925,13.030434120087465,77.72197819769143,4,4,0.19949999999999996,0.625,0.0,NO PARKING,CAR,K.R. Pura,5,unknown,secondary,0.02666666666666667,"[(13.027923509051954, 77.7261544324641), (13.032914569602628, 77.72624060657571), (13.035425047024184, 77.72206430087923), (13.032944537264875, 77.71780208947425), (13.027953709085132, 77.71771606007516), (13.025443158291441, 77.72189209737425)]",4.122781322505801,10.000000000000002,0.16344246868636184,0.2376,Medium,0.061809565315782924,1.0306953306264504
8860145a1bfffff,12.925038274999999,77.517433525,12.926377116885249,77.51794969150302,4,4,0.16799999999999998,0.6,0.0,NO PARKING,CAR,Kengeri,3,9th Main Road,tertiary,0.02666666666666667,"[(12.923869787502712, 77.52211662640633), (12.92885596085616, 77.52219927598672), (12.931363156412152, 77.51803227042956), (12.928884252667636, 77.51378288484531), (12.923898313809273, 77.51370037931677), (12.921391044198245, 77.51786711532641)]",3.9979118329466345,9.999999999999996,0.16675372412693462,0.2095,Low,0.059959002904700576,0.9994779582366586
8860145a41fffff,12.92298332,77.56125352000001,12.926231666909041,77.56004126112575,5,5,0.22679999999999997,0.6599999999999999,0.0,NO PARKING,CAR,Banashankari,22,30th Main road,secondary,0.03333333333333333,"[(12.923723070770214, 77.56420982984915), (12.928710415342072, 77.56429320003936), (12.931218877851954, 77.56012456061592), (12.928740069557067, 77.55587282028306), (12.923752959061147, 77.55578959426148), (12.921244422782014, 77.55995796440996)]",4.948277262180974,11.999999999999998,0.20377462294602816,0.2464,High,0.07422090729783037,0.9896554524361948
8860145a51fffff,12.919311352444097,77.54207782972229,12.918825242848882,77.5388685799422,9,9,0.9324,0.8,0.5555555555555556,WRONG PARKING,PASSENGER AUTO,Banashankari,8,Arehalli Main Road,tertiary,0.06,"[(12.916317079549279, 77.54303622617184), (12.921303888451076, 77.54311923183744), (12.923811918075714, 77.53895151493438), (12.921333212658983, 77.53470106177069), (12.916346638050022, 77.53461820020802), (12.913838534562814, 77.53878564771192)]",8.654369682907966,21.666666666666668,0.4333781990744581,0.3211,Critical,0.24096626562685014,0.9615966314342184
8861892e0bfffff,12.987686737016574,77.68947203726566,12.985640719825025,77.6874611712556,6,6,0.3028,0.4833333333333334,0.16666666666666666,WRONG PARKING,SCOOTER,Mahadevapura,19,Service Road,tertiary,0.04,"[(12.983129922810841, 77.69163547105957), (12.98812036389299, 77.69172104078476), (12.990631027450876, 77.68754667011481), (12.98815132323006, 77.6832869982722), (12.983161114901932, 77.68320157312287), (12.980650378038327, 77.68737567524606)]",5.747389791183294,14.999999999999995,0.2774426018096516,0.238,Medium,0.11957458119052819,0.957898298530549
8861892e21fffff,13.013219516666666,77.69915886666666,13.015552233603549,77.69640944175828,6,6,0.3827333333333333,0.6,0.16666666666666666,NO PARKING,CAR,K.R. Pura,6,Vasavi Mahal Road,tertiary,0.04,"[(13.013041983869268, 77.70058449124667), (13.01803245125425, 77.70067022271563), (13.02054256736067, 77.69649510233782), (13.018062289525714, 77.69223451903682), (13.01307205478057, 77.69214893219635), (13.010561865228265, 77.69632378403416)]",5.660866202629545,14.166666666666666,0.26263186905397756,0.2435,Medium,0.11829230398082072,0.9434777004382574
88601459b1fffff,13.058686583333333,77.46651028333333,13.061115836958072,77.46967341674235,6,6,0.21146666666666666,0.4166666666666667,0.16666666666666666,WRONG PARKING,SCOOTER,No Police Station,5,unknown,tertiary,0.04,"[(13.058613659845419, 77.47384029354437), (13.063597502977585, 77.47392215273567), (13.066099545080023, 77.46975520527121), (13.063617819336608, 77.46550666871592), (13.058634211067567, 77.46542495356789), (13.056132093676739, 77.46959163093771)]",5.654833720030936,14.166666666666666,0.24888572804926049,0.2264,Medium,0.11820290275413273,0.9424722866718227
8860145943fffff,13.032798439999999,77.55500273999999,13.030980731701622,77.55336819577803,5,5,0.32208000000000003,0.72,0.2,WRONG PARKING,CAR,Yeshwanthpura,2,Mohan Kumar Road,residential,0.03333333333333333,"[(13.028475203332995, 77.557537923018), (13.033461600421548, 77.55762120728059), (13.035966994383323, 77.55345140929981), (13.033486065773728, 77.54919859656368), (13.028499902741961, 77.54911545654932), (13.02599443426082, 77.55328498502864)]",4.698364269141532,14.000000000000004,0.29814297774349374,0.1744,Low,0.11051720359412669,0.9396728538283063
